name,count,
,127,
email.hightech.com,107,
git.hightech.com,47,
OA.hightech.com,37,
lib01.hightech.com,36,
teamtreehouse.com/fo,36,
lib02.hightech.com,31,
jira.hightech.com,31,
www.01happy.com,20,
www.roboby.com,19,
sports.cntv.cn,18,
mp3.baidu.com,12,
sports.sina.com.cn,7,
www.hiadmin.org,7,
www.baidu.com,7,
people.com.cn,5,
www.icbc.com.cn,4,
www.hupu.com,3,
www.pcauto.com.cn,3,
fang.koubei.com,2,
www.delphibbs.com,2,
www.vip.com,1,
union-click.jd.com,1,
ju.taobao.com,1,
