name,count,
,117,
email.hightech.com,82,
OA.hightech.com,41,
git.hightech.com,41,
jira.hightech.com,34,
www.crunchbase.com,32,
lib01.hightech.com,32,
lib02.hightech.com,23,
www.2fz1.com,14,
www.yahoo.com,13,
www.searchtb.com,9,
fanxing.kugou.com,9,
www.xxsy.net,7,
www.hongxiu.com,7,
bbs.sina.com.cn,6,
www.yaolan.com,5,
www.xici.net,5,
v.baidu.com,4,
union-click.jd.com,3,
www.w3china.org/inde,3,
news.qq.com,3,
www.infoq.com/cn/,3,
www.amazon.cn,2,
club.sohu.com,2,
www.youku.com,1,
www.0-6.com,1,
