name,count,
www.51job.com,4,
jira.hightech.com,4,
www.liepin.com,3,
http://bj.58.com/,3,
http://www.jobcn.com,2,
http://www.job5156.c,2,
www.yjbys.com,2,
sports.sina.com.cn,2,
OA.hightech.com,2,
http://www.jobeast.c,2,
,2,
www.baidu.com,2,
www.j2medev.com/bbs/,2,
www.yingjiesheng.com,1,
email.hightech.com,1,
http://www.jiaoshi.c,1,
http://www.shoudurc.,1,
http://www.goodjob.c,1,
lib02.hightech.com,1,
www.zhaopin.com,1,
p.yiqifa.com,1,
www.chinahr.com,1,
git.hightech.com,1,
http://www.sunhr.com,1,
lib01.hightech.com,1,
