name,count,
,130,
email.hightech.com,96,
jira.hightech.com,38,
git.hightech.com,35,
OA.hightech.com,35,
lib02.hightech.com,26,
lib01.hightech.com,22,
www.1ting.com,16,
www.allthingsdigital,14,
sports.cntv.cn,12,
solidot.org,10,
www.suning.com,9,
www.56.com,9,
www.pcgames.com.cn,8,
ju.taobao.com,8,
www.baidu.com,6,
www.hupu.com,5,
ent.ifeng.com,5,
www.tudou.com,5,
store.apple.com,4,
www.4399.com,3,
www.codeguru.com,3,
www.readnovel.com,3,
teamtreehouse.com/fo,1,
fanxing.kugou.com,1,
