name,count,
,120,
email.hightech.com,77,
git.hightech.com,37,
OA.hightech.com,35,
lib01.hightech.com,24,
jira.hightech.com,22,
lib02.hightech.com,22,
www.icbc.com.cn,21,
www.ieee.org.cn/inde,15,
sports.cntv.cn,15,
sports.sina.com.cn,14,
www.ofgeek.com,11,
www.tuniu.com,11,
u.ctrip.com,11,
www.csdn.net,10,
travel.sina.com.cn,9,
www.qunar.com,7,
www.lotour.com,6,
www.qyer.com,5,
www.mafengwo.cn,5,
www.baihe.com,4,
www.1ting.com,4,
www.google.com,3,
www.instantshift.com,3,
nba.tom.com,2,
www.longzhu.com,1,
