name,count,
,183,
email.hightech.com,145,
git.hightech.com,58,
OA.hightech.com,53,
jira.hightech.com,53,
lib02.hightech.com,39,
lib01.hightech.com,37,
www.programmer.com.c,28,
xiaoxia.org,26,
www.programfan.com,16,
mp3.baidu.com,15,
sports.sina.com.cn,14,
www.zhibo8.cc,10,
video.sina.com.cn,10,
www.17173.com,9,
fanxing.kugou.com,8,
games.qq.com,7,
www.infoq.com,6,
www.baidu.com,6,
v.6.cn,5,
news.sina.com.cn,4,
games.sina.com.cn,3,
www.matrix67.com/blo,2,
www.qc188.com,2,
www.cheshi.com,1,
www.hupu.com,1,
www.500.com,1,
