name,count,
email.hightech.com,102,
,101,
git.hightech.com,40,
OA.hightech.com,40,
jira.hightech.com,32,
lib01.hightech.com,27,
lib02.hightech.com,25,
www.v2ex.com,24,
www.google.com,17,
fm.baidu.com,16,
news.qq.com,16,
www.ruanyifeng.com/b,15,
www.rootkit.com/inde,12,
www.suning.com,10,
www.17173.com,4,
sports.sohu.com,4,
www.pengyou.com,4,
www.2144.cn,3,
www.amazon.cn,3,
nba.tom.com,2,
www.wuzesheng.com,2,
sports.cntv.cn,2,
www.ofgeek.com,2,
www.autohome.com.cn,2,
www.4399.com,1,
