name,count,
,146,
email.hightech.com,84,
git.hightech.com,43,
OA.hightech.com,40,
jira.hightech.com,35,
lib02.hightech.com,31,
lib01.hightech.com,27,
teamtreehouse.com/fo,18,
solidot.org,14,
www.yahoo.com,12,
www.zhibo8.cc,12,
fanxing.kugou.com,11,
www.baihe.com,10,
union-click.jd.com,10,
www.tudou.com,7,
ju.taobao.com,5,
www.technologyreview,5,
www.9ku.com,5,
www.douban.com,4,
nba.tom.com,4,
store.apple.com,3,
www.hupu.com,3,
www.wired.com,3,
www.5173.com,3,
sports.sohu.com,2,
www.longzhu.com,1,
www.abchina.com,1,
www.500.com,1,
v.qq.com,1,
