name,count,
,125,
email.hightech.com,78,
OA.hightech.com,39,
jira.hightech.com,38,
git.hightech.com,35,
www.extjs.com,32,
lib01.hightech.com,30,
lib02.hightech.com,27,
www.21manager.com,20,
www.programmer-club.,14,
teamtreehouse.com/fo,13,
news.qq.com,9,
sports.sohu.com,7,
www.ruanyifeng.com/b,7,
www.yinyuetai.com,5,
www.suning.com,5,
www.hupu.com,4,
store.apple.com,3,
www.amazon.cn,3,
www.douyu.com,3,
www.pcgames.com.cn,3,
www.google.com,2,
ju.taobao.com,2,
games.qq.com,1,
www.58.com,1,
www.fang.com,1,
