name,count,
,120,
email.hightech.com,95,
OA.hightech.com,43,
git.hightech.com,40,
jira.hightech.com,34,
lib02.hightech.com,31,
brianmadden.com,29,
www.csdn.net,28,
lib01.hightech.com,28,
sports.sina.com.cn,14,
www.cevx.com/bbs/,13,
www.91.com,10,
www.google.com,10,
kanshu.baidu.com,9,
www.qidian.com,6,
news.sohu.com,5,
www.focus.cn,5,
www.37.com,4,
www.technologyreview,4,
www.9ku.com,4,
nba.tom.com,4,
sports.cntv.cn,3,
www.wired.com,2,
www.zhulang.com,2,
www.fang.com,1,
