name,count,
,139,
email.hightech.com,87,
git.hightech.com,53,
OA.hightech.com,37,
jira.hightech.com,36,
lib01.hightech.com,26,
lib02.hightech.com,23,
www.hackdig.com/wap/,15,
www.readwriteweb.com,15,
www.3366.com,11,
sports.sohu.com,10,
www.bizsofts.com,10,
founderinstitute.com,10,
www.programmer.com.c,8,
game.hao123.com,7,
www.icbc.com.cn,6,
ent.163.com,5,
www.kugou.com,5,
www.zhibo8.cc,5,
sports.cntv.cn,4,
store.apple.com,3,
www.google.com,3,
www.mypm.net,2,
ent.sina.com.cn,2,
www.6373.com,2,
ju.taobao.com,1,
