day,yuangong,shang,xia,error
1,1007,0,0,0
1,1057,332355627,635554456,1
1,1058,451614385,985402360,0
1,1059,62871570,493921626,0
1,1060,1440844023,2024677110,0
1,1067,2278526,192813890,0
1,1068,121535269,1046375957,0
1,1079,1112313593,1507338964,0
1,1080,1981600128,1257279943,1
1,1087,0,0,0
1,1092,1023799226,2213422141,0
1,1096,931746890,405590684,0
1,1098,692266912,1114217867,1
1,1100,1952862154,1759498182,1
1,1101,212193882,1389323770,1
1,1102,903720698,1772337758,2
1,1103,932543008,1251196989,0
1,1106,1862829785,1393769346,0
1,1112,1141566815,973654400,0
1,1113,1083102432,1734985059,1
1,1115,2404556106,1468845935,0
1,1119,1292377948,985000045,1
1,1125,0,0,0
1,1126,812967359,935670154,2
1,1127,2701156627,1637787166,0
1,1129,2011655197,1733553603,0
1,1130,692795237,1189888595,0
1,1132,1022775264,940379854,1
1,1134,1323722154,2273826166,1
1,1135,663102251,880486884,1
1,1139,1262488181,1567821810,0
1,1140,782360704,1685096283,0
1,1141,1472659812,1547962500,1
1,1142,2102751436,2325102222,0
1,1143,782199789,811840078,2
1,1145,1351472658,1702552446,1
1,1147,722767254,1218938895,0
1,1148,692791372,333574699,0
1,1150,841854139,840912590,0
1,1151,1322614285,759635424,0
1,1152,2072241123,1350307044,0
1,1153,2012716770,1686672581,1
1,1154,992380900,1746287944,0
1,1155,751472362,510822896,0
1,1156,542841711,1443177830,1
1,1159,1411367484,1391591275,0
1,1163,932605623,984709112,2
1,1164,271912831,798679019,0
1,1167,1083355695,2514201239,0
1,1169,1443728938,981018493,2
1,1170,1382860809,1335040876,0
1,1171,1321424112,1030232978,0
1,1172,1505008292,1237387246,1
1,1173,2131781837,2112496397,0
1,1174,1862145480,1129315872,0
1,1175,1622301256,2225222035,1
1,1176,1562773763,1909159797,2
1,1177,1742196135,1570987495,0
1,1178,692355707,557941982,2
1,1179,1202922236,1981319683,0
1,1181,1382584644,2237024610,0
1,1182,1622440896,1646803329,1
1,1183,152283919,2027624628,0
1,1189,1261915321,1080099332,0
1,1191,1052886391,1905986418,1
1,1192,1382891636,1081843443,1
1,1193,1201502060,604485665,0
1,1194,782336169,836128474,0
1,1195,631581149,1204589871,0
1,1197,1562613740,2122175412,1
1,1199,901068364,1994207327,1
1,1200,331136323,1215353634,1
1,1202,693250466,688363544,0
1,1204,1381019866,2033348051,1
1,1205,1443159760,1613047347,2
1,1206,392204699,594104873,0
1,1207,1742291563,1668082234,0
1,1209,393096823,671028185,2
1,1210,1442505129,2194494228,2
1,1211,751437106,1645758799,1
1,1216,901830255,1815453838,0
1,1217,2011762511,1876273169,0
1,1219,781761998,2381752684,0
1,1220,1293118875,1317611589,1
1,1221,571825709,1373684544,1
1,1223,1833599395,893588082,1
1,1224,1113757624,1848151149,1
1,1228,1142976154,1430058903,1
1,1230,0,0,0
1,1231,901388196,2063209549,1
1,1233,1503144951,929101178,0
1,1234,1172163159,888944608,1
1,1238,0,0,0
1,1239,271890362,690878021,0
1,1241,752016323,1589971807,0
1,1243,2402568699,1327486064,0
1,1244,782299998,727343521,0
1,1245,511814377,1472405083,0
1,1246,572473647,2335653205,0
1,1252,1381539589,1658748047,3
1,1254,1172209051,1202351735,0
1,1257,1444680140,2074978598,1
1,1261,2131592950,1417037566,1
1,1262,662516669,1501658089,0
1,1263,2553492258,2121978390,1
1,1265,214314399,796954890,0
1,1267,1591537177,1768183555,0
1,1268,302577100,557030465,0
1,1270,844154103,911005178,1
1,1273,1382687109,1396853730,2
1,1274,1621877331,2676380739,0
1,1275,903519306,1134607105,0
1,1277,812228167,528131555,0
1,1278,1202174366,1108583634,0
1,1279,572382662,828485649,2
1,1281,1681698450,1664544121,0
1,1282,1232313734,436776853,0
1,1283,1291629344,2456587534,0
1,1284,451900155,938018489,0
1,1286,2010903111,1411161213,0
1,1287,1831973243,1163356284,1
1,1290,961924276,1046881906,1
1,1291,1442507210,1343830982,0
1,1296,1352460478,1308623595,0
1,1297,2221318996,932350008,0
1,1299,843073365,916891709,0
1,1301,723093867,1176499653,1
1,1303,2043390979,1650636074,1
1,1304,1772387894,1570912834,0
1,1305,1111810423,328872410,1
1,1306,1112065367,1628337846,1
1,1307,1592753345,1074162499,0
1,1308,903717946,1218092915,1
1,1311,1291804963,1871984489,0
1,1313,781135540,1213380786,2
1,1314,420888693,861157003,0
1,1315,902611884,1045939789,2
1,1319,872074808,1517176647,0
1,1321,1563190657,1492501768,1
1,1322,1742018641,2059210857,0
1,1323,1563661003,1623779291,2
1,1324,1021390794,1210156609,0
1,1325,1202530509,1380682936,2
1,1326,1622417273,1110033662,0
1,1328,992842625,913034006,0
1,1330,932719427,1565493474,0
1,1332,601453437,1404111007,0
1,1333,1082040078,940659797,1
1,1334,1772486709,1809743975,1
1,1336,1232268766,2539594781,1
1,1338,512022049,971979985,1
1,1339,571512663,1364365147,0
1,1340,661613630,1852436024,0
1,1343,842167862,906099582,3
1,1344,1502683241,1432786395,2
1,1345,1293228628,2990778355,0
1,1348,2284531105,1242555749,0
1,1349,1082372455,1697234701,2
1,1350,451880615,745733542,0
1,1351,1712490359,1196258767,1
1,1352,1952874099,2045117445,0
1,1354,1263399021,2303570996,0
1,1355,1742514913,2056076088,0
1,1356,1021193857,685400442,0
1,1357,2224571346,1480294926,1
1,1359,1263200286,1469392579,0
1,1360,1411950690,1983368875,0
1,1361,1111656102,963698017,0
1,1362,1412595736,1430939453,1
1,1364,1501974669,1071767382,0
1,1365,1982003100,2447441107,0
1,1367,272780968,954636440,0
1,1373,1204199433,1055078909,3
1,1374,661340254,1797640601,1
1,1376,272098243,1040370690,1
1,1379,1592137136,2187243983,0
1,1380,362129799,426159785,0
1,1381,1053523030,1717982755,0
1,1382,1591529863,2567052193,0
1,1383,2332638,1222177905,0
1,1384,662779201,824996880,0
1,1385,1922368475,909555755,1
1,1388,691735733,1037116579,0
1,1389,91827511,485874650,0
1,1390,1021473104,1266778812,0
1,1391,2072177385,1222274115,1
1,1393,2284272345,1023810394,1
1,1394,782806472,1309908050,0
1,1395,721627904,251491453,0
1,1396,1143036421,1639612350,0
1,1397,1323832195,2112603317,0
1,1398,542821797,840141249,0
1,1399,1262505575,2436644878,1
1,1401,1232553327,1266555648,0
1,1402,1502380107,1387312936,0
1,1403,2432351055,1344189167,0
1,1404,1412310396,1976852900,1
1,1405,1021262273,767330526,0
1,1406,721199420,1040208131,1
1,1408,1502102343,2631053999,0
1,1409,873023584,879561023,0
1,1410,1231770702,1283880133,0
1,1411,331755532,725024658,0
1,1416,993056956,1663090099,0
1,1417,1172625617,2331236584,1
1,1420,1232763302,1547353659,0
1,1421,841345601,894415124,0
1,1422,963148868,2391353038,0
1,1423,963653363,1610368923,0
1,1424,872855031,969787146,0
1,1425,1353909735,1841828523,0
1,1428,1052883113,2620842654,0
1,1429,993431358,2158498689,1
1,1434,781870804,1057235951,1
1,1435,1862826877,1316316165,0
1,1436,2402631426,985123627,2
1,1438,452868472,647919956,0
1,1440,813627079,1014568142,0
1,1444,662064581,826504860,0
1,1445,841100184,822751155,0
1,1446,542787891,1264915603,0
1,1449,1801913916,1493491553,0
1,1450,1081838282,737436202,0
1,1455,1353151567,1719722584,0
1,1456,1231122488,1315472360,2
1,1457,1592720842,2775671356,1
1,1458,3032286860,2113795050,1
1,1459,870792236,1191070090,0
1,1460,932264081,959957193,0
1,1461,872081442,638948214,0
1,1462,992889788,2057777347,0
1,1464,932061917,2049924290,0
1,1465,901715646,546975742,0
1,1466,1323312687,3019657508,2
1,1469,902310787,867176381,1
1,1470,1021970792,1107064002,0
1,1471,842908091,1209970561,0
1,1474,2042104703,1098720661,0
1,1475,1204889042,1743418612,0
1,1477,3093495304,4562853670,0
1,1478,691965629,424739115,0
1,1480,1592619021,2353596781,0
1,1481,2102307007,2039313504,0
1,1482,1351990723,1398149802,2
1,1483,1111280723,2206850780,3
1,1484,2042385541,1684743637,2
1,1486,572064398,1532580301,2
1,1487,691997796,251488431,0
1,1489,1232217743,973727300,1
1,1490,1111379697,1314067936,1
1,1491,1563687938,1422006719,2
1,1493,242942017,1438729901,1
1,1494,603755775,2333845401,0
1,1495,1982570605,2209846828,3
1,1496,2041591756,2124681575,0
1,1497,2373360817,1719473540,0
1,1500,1082378961,1479484230,0
2,1007,0,0,0
2,1057,482092909,1150077399,0
2,1058,1321439046,875384182,0
2,1059,692035348,650351706,0
2,1060,752803328,1858552109,0
2,1067,0,0,0
2,1068,0,0,0
2,1079,842201929,1854108239,0
2,1080,691200020,499955227,0
2,1087,331646961,679580336,0
2,1092,1142089599,1482720511,0
2,1096,2071304716,1826057810,0
2,1098,571558535,1117358933,0
2,1100,632159678,942908518,0
2,1101,1442048428,1064344339,0
2,1102,1412993684,1496034198,0
2,1103,1231428692,1296963632,0
2,1106,452771333,768747200,2
2,1112,1532282965,1504208083,0
2,1113,782489646,1579846184,0
2,1115,1772856293,1272591226,2
2,1119,91421514,667893136,0
2,1125,752029788,1733044348,1
2,1126,1682310694,2379030079,0
2,1127,512136339,1353410556,0
2,1129,902701266,2190727852,1
2,1130,812837123,970648629,2
2,1132,1711755409,1809740319,1
2,1134,1894092025,1644846577,0
2,1135,1652094750,1782681820,0
2,1139,1082680519,726056123,0
2,1140,1591904638,1993304809,0
2,1141,1323452196,1633224004,0
2,1142,1683429331,812774603,1
2,1143,693264793,2034157682,1
2,1145,1021989765,1100474722,2
2,1147,1442585524,1072667258,0
2,1148,992100657,1165655444,0
2,1150,1562768577,1126613758,0
2,1151,2104426749,2569124783,1
2,1152,2641834939,1399505590,1
2,1153,1321665803,717699298,1
2,1154,1202041029,1064244387,0
2,1155,1202080623,1103193090,1
2,1156,1802530476,1843546203,0
2,1159,962387632,1142804093,1
2,1163,571448867,1793318186,1
2,1164,691824893,369192638,0
2,1167,214977182,2698050856,1
2,1169,2341696395,2013695071,2
2,1170,1443051072,2381141210,2
2,1171,1382903478,593536152,0
2,1172,1831515351,2303915850,0
2,1173,301575854,532272898,0
2,1174,841582808,1267631525,1
2,1175,1081476369,1788455392,1
2,1176,421796405,1686816438,0
2,1177,723112781,806563947,1
2,1178,1261589614,1778333696,1
2,1179,871738304,1027754583,1
2,1181,542422793,786121139,0
2,1182,872728856,2151156819,0
2,1183,873471774,456316187,2
2,1189,1351416805,899868645,1
2,1191,1593422855,1357228895,1
2,1192,1564338431,1624512730,0
2,1193,541005878,1809205503,0
2,1194,481351700,536583547,0
2,1195,2103643273,2169741187,0
2,1197,1262663066,1198978597,1
2,1199,1474037289,965201296,2
2,1200,1053674085,999238265,0
2,1202,1171868643,1306719110,1
2,1204,511975180,2526841484,0
2,1205,1864246141,1431018605,1
2,1206,451941443,617617949,1
2,1207,781107997,1195315627,2
2,1209,0,0,0
2,1210,1111794910,1226316859,1
2,1211,361666473,745739694,2
2,1216,1772655917,1602611520,0
2,1217,632206199,1458536893,0
2,1219,842430285,951454509,0
2,1220,1084233931,2097512954,0
2,1221,2102048391,1906977017,1
2,1223,1054017276,1494272902,3
2,1224,1172306505,1644444162,1
2,1228,1111618090,1320131200,0
2,1230,2494511509,1177959756,1
2,1231,872793234,1066007737,0
2,1233,1291227610,1641244493,0
2,1234,842268416,1229549497,0
2,1238,2204789,544514846,1
2,1239,602899746,1006553797,0
2,1241,331756894,810913705,1
2,1243,1650836660,1223395127,1
2,1244,422751657,271259616,0
2,1245,512620922,1002454794,0
2,1246,1021296468,1171106236,1
2,1252,2254075450,1832560958,2
2,1254,1321727217,1834713027,2
2,1257,3452883784,2145884428,0
2,1261,451745798,627363568,0
2,1262,1711381216,512334764,0
2,1263,2041078425,1879721785,1
2,1265,3094997832,2942124992,0
2,1267,392781326,487065478,0
2,1268,212553458,435124510,0
2,1270,1232961194,1146613027,0
2,1273,722332136,914473741,0
2,1274,632197971,1523861122,0
2,1275,1981844576,1082829854,2
2,1277,781847759,1561988217,0
2,1278,1261634606,1710504450,0
2,1279,2372241994,1395527378,0
2,1281,2223953980,2652081133,1
2,1282,1834883417,2195026637,0
2,1283,602771807,706093399,1
2,1284,632035340,371093213,0
2,1286,452788873,1269656772,2
2,1287,1952713432,2666019513,0
2,1290,1532085596,989010661,0
2,1291,842687063,1119450143,0
2,1296,1773236749,1614895531,2
2,1297,1682371191,2058554121,0
2,1299,2043239007,2086457259,1
2,1301,1022641230,2140971515,0
2,1303,1711034303,2067814578,0
2,1304,632766217,1139233414,1
2,1305,1651580344,1816916325,0
2,1306,2101316713,2067749049,0
2,1307,2193547883,826224964,0
2,1308,2163003633,1335346698,1
2,1311,872789298,1758379364,0
2,1313,481974009,972090679,1
2,1314,93106265,777836794,1
2,1315,841453828,1473096965,1
2,1319,1111876383,2349751887,1
2,1321,1951725069,1721085042,0
2,1322,1771185141,395600852,3
2,1323,1861358406,1080795600,0
2,1324,1291889097,933261113,0
2,1325,1922360117,959260624,0
2,1326,992474362,1118689949,0
2,1328,1892306252,959487283,1
2,1330,842976500,1496693162,1
2,1332,241713362,807788994,0
2,1333,842037800,1785198211,0
2,1334,1291711583,2777613960,0
2,1336,961795238,1235687637,0
2,1338,1081309991,434181055,0
2,1339,1172330639,998307160,0
2,1340,2792368584,1829069843,0
2,1343,2132208627,1873625739,0
2,1344,2194501638,1702663273,1
2,1345,841014355,1302370746,0
2,1348,841744360,1359691334,1
2,1349,932899053,918953306,0
2,1350,933064164,1233463035,1
2,1351,2133471203,1700216750,0
2,1352,571570836,690871700,0
2,1354,1322712787,637338676,0
2,1355,331529509,146813122,0
2,1356,1202283265,2646505898,0
2,1357,1202255953,1723006393,1
2,1359,1050638012,1683185439,0
2,1360,1351881602,1438016147,0
2,1361,212399253,901883264,2
2,1362,1921728053,1072146382,0
2,1364,362984941,351804916,1
2,1365,512252568,554008757,0
2,1367,1232069471,588660641,1
2,1373,1441560717,1455999129,0
2,1374,812287857,2744638568,0
2,1376,1353114413,1667073001,0
2,1379,1412382395,1199740165,1
2,1380,1923297302,1395578641,0
2,1381,691565361,1236581930,0
2,1382,1412050632,1511035759,0
2,1383,601479517,694617500,0
2,1384,662692016,522366631,0
2,1385,2312206893,800863613,0
2,1388,662881885,535322723,1
2,1389,632302365,715567781,1
2,1390,1203097795,1459868748,0
2,1391,662907104,963791167,0
2,1393,391675094,655317745,1
2,1394,482008064,1042121109,1
2,1395,422565693,626369821,0
2,1396,842261767,1512191842,2
2,1397,1203831890,1857693237,1
2,1398,1262728470,1367752776,1
2,1399,542145389,954208736,2
2,1401,1023032380,1754091582,0
2,1402,1321439226,1723653176,0
2,1403,992460382,944017174,2
2,1404,693580198,2725014186,1
2,1405,1232243797,1479362134,0
2,1406,1292598249,2258784436,1
2,1408,784041139,1749467489,0
2,1409,2042347516,1385331543,1
2,1410,901904256,2113714349,0
2,1411,1682158397,1513559794,0
2,1416,1021261501,1219285056,0
2,1417,2914091863,1341995620,0
2,1420,931897121,1157290456,0
2,1421,1351890604,1694307375,0
2,1422,961869597,1389029492,1
2,1423,1022723851,1937615876,0
2,1424,422436961,906359042,0
2,1425,1712226209,1235074770,1
2,1428,1231887754,1908274527,0
2,1429,1173810286,1449969803,1
2,1434,842498445,1423288948,0
2,1435,571984669,1149623613,0
2,1436,1442596389,1081081365,0
2,1438,1442653264,1393702006,1
2,1440,1022308495,1393548029,0
2,1444,932129527,1306621527,0
2,1445,481879103,1238704787,0
2,1446,1741871711,2174209021,1
2,1449,1261730479,1011535453,3
2,1450,1321322396,1010694427,0
2,1455,2463900903,1585798511,2
2,1456,691613179,1294391660,0
2,1457,1171454234,888727958,0
2,1458,1171774277,916766162,1
2,1459,2433863080,1945559112,2
2,1460,902143137,847927930,0
2,1461,1292548577,639890674,0
2,1462,1082627126,435137051,0
2,1464,1833453902,1430497531,2
2,1465,1291459762,1069708933,0
2,1466,1591850408,1845748306,1
2,1469,1021269261,1384884274,0
2,1470,961411349,1293847088,0
2,1471,421807592,917608986,0
2,1474,1381498581,581657935,0
2,1475,1442136568,1058074607,0
2,1477,2101800814,1748792093,0
2,1478,1022001015,1960014684,0
2,1480,1321219510,1862470845,1
2,1481,691813942,791175079,0
2,1482,782064498,1284980048,0
2,1483,1441509040,1282786821,2
2,1484,1892056497,1517884441,2
2,1486,1082808576,907191369,1
2,1487,991350652,674804235,0
2,1489,663008081,537269888,0
2,1490,874285637,1617219547,0
2,1491,2433488061,1602952577,1
2,1493,1832303873,1966228244,3
2,1494,872803936,1654598857,0
2,1495,1261730180,1257867972,0
2,1496,692515272,1139409148,1
2,1497,903072987,1739868547,1
2,1500,481223008,814228589,0
3,1007,452842888,1504794862,0
3,1057,691881804,580244294,0
3,1058,0,0,0
3,1059,392846985,1243154182,1
3,1060,1202598967,620694112,0
3,1067,457496,22318566,0
3,1068,0,0,0
3,1079,662093090,726871527,0
3,1080,1292510680,870525968,0
3,1087,1052239978,1356996326,0
3,1092,1321841540,1310929504,3
3,1096,482858035,1624152185,0
3,1098,1021668094,1384685846,0
3,1100,1623092389,1808577916,0
3,1101,811608797,999620100,0
3,1102,844025812,1192237680,2
3,1103,992598250,1647317349,0
3,1106,1261954656,962906420,0
3,1112,2192316703,2159300527,1
3,1113,0,0,0
3,1115,1473222785,2696565304,0
3,1119,451682604,971433429,0
3,1125,0,0,0
3,1126,842308127,1569009755,1
3,1127,1862565589,1456211082,1
3,1129,1053553585,1427837365,0
3,1130,871476847,657323230,0
3,1132,1802209474,1881770743,1
3,1134,961944114,1632923393,1
3,1135,182347293,355428447,0
3,1139,1592741587,1429971577,0
