name,count,
例会,12,
近期工作总结,10,
实施方案,8,
需求与原型,7,
项目汇报,7,
地图配置,7,
搜索详细设计,6,
总结,6,
软件开发文档,5,
需求调研,5,
项目测试数据统计,5,
初验文档,5,
前后端接口,5,
部署文档,5,
特殊字段说明,4,
项目过程文档,4,
用户手册,4,
测试脚本,4,
需求,3,
传输设置,3,
概要设计,3,
系统配置子系统,3,
终验文档,2,
【政府事务经理_北京】王大治_来自猎聘网,2,
【销售经理_济南】周宁_来自猎聘网的候选,1,
【政府事务经理_北京】王瀚翔_来自猎聘网,1,
api汇总,1,
【HRBP_北京】欧婕惠子_来自猎聘网的,1,
(Zhaopin.com)应聘国际业务高,1,
【行政主管_北京】蔡思君_来自猎聘网的候,1,
【销售经理_沈阳】刘锐_来自猎聘网的候选,1,
【销售经理/总监_济南】周宁_来自猎聘网,1,
【销售经理/总监_长沙】王坤_来自猎聘网,1,
【营销市场经理_北京】王华_来自猎聘网的,1,
【运营专员（用户运营）_北京】高瑞迪_来,1,
【行政主管_北京】孙曼雪_来自猎聘网的候,1,
分析平台配置,1,
【销售经理/总监_乌鲁木齐】石建军_来自,1,
【政府事务经理_北京】张鸿成_来自猎聘网,1,
【薪酬专员_北京】王晨_来自猎聘网的候选,1,
【能源行业销售_上海】曹书美_来自猎聘网,1,
【业务拓展经理（政府事务）_北京】初亮_,1,
(Zhaopin.com)应聘国际业务高,1,
项目相关,1,
(Zhaopin.com)应聘AP主管-,1,
迟到,1,
【业务拓展经理（政府事务）_北京】王大治,1,
